occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7
